,class,tweetid,unprocessed_text
9459,m,1201455140047400962,"_U #nursehere youre looking for a medication in the class of ""atypical antipsychotics"" risperdal, seroquel, etc."
6072,m,1200526869164167169,Xanax pills aren't expensive at all 💀
1496,m,1199087076291043333,#filmsondrugs west side suboxone 💉
12022,c,1202201934310105088,oxycodone has been my best friend these last couple of hours
11239,c,1201993751012499456,popped an ativan and got 12 hours of sleep last night 😌. but now i have a lot of errands to do today 😅
7772,m,1200949834250903552,xanax backwards is xd
12799,m,1202380226577256448,"_U Gov has stopped the prezcribi g ot pain medication (opiode narcotics) because it interferes with their profit making from suboxone and other addiction meds, I see no difference here, gov is crooked and killing for a profit"
1076,m,1199009913420353536,almost all of mary's interactions with her med staff includes her ordering very high doses of morphine to patients. she's probably the most empathetic er physician ever.
2233,a,1199239176354508806,"me: do you have any adderall ""no but i have some cocaine and heroin if you want"""
6305,c,1200581356780183553,"🗣I am in between morphine doses, so this tweet is the real deal.🗣  I can’t recall being this dependant on others to get through a day. The severity of my surgery has me with an incision from hip to hip, cutting all underneath, so the simple act of standing is...complicated. 😆"
2270,c,1199243387959943168,that's how i was feeling when the doctors gave me oxycodone
8598,a,1201143844336754691,who has taken adderall for studying pls message me i have questionssss
623,m,1198546252255895553,_U Looks like methadone is his weapon of choice
7929,m,1200996175245185025,diazepam is a real cunt.
601,c,1198530730814582784,_U the only thing i loved about my two major surgeries was the morphine drip. so great.
3752,m,1199783359599271938,then the adderall hits you
12701,m,1202362344598392834,"_U Asha, your tweets are my Valium. Thank you."
7006,u,1200766180040024065,Lyrica got a hit song on the radio right now from writing that Chris brown song...why would you even argue with moniece #lhhhollywood
12702,m,1202362421115052032,i saw a gif on tumblr that had a syringe in it so i was like “haha that’s interesting” and i clicked on it turns out it was someone injecting 80 units of morphine
11938,a,1202184822141132802,not even the adderall could energize me enough to stay up another night
13095,m,1202486610580901889,"_U The rate the Codine, Tramadol, and Lean is on the increase due to the music we hear  #itsokwithokey"
8430,c,1201113090907103233,"_U Reminder that some patients do very well on tramadol, and some patients sensitive to opioids have no other options. (Like me.)"
2337,c,1199259234610941952,mckenzie left and i immediately took a xanax nobody talk to me for three days
10928,c,1201927071477448705,ima tell my doctor to quit bullshitting & prescribe me some xanax
2764,m,1199529017872932864,_U _U _U _U _U Methadone
8525,a,1201135895820128256,i need to find a job & stock up on adderall
1624,c,1199117173211447296,_U lol i only take adderall tho
9607,a,1201492497870082049,_U _U I don’t know we might need some of your oxycodone
1314,m,1199060148876128256,plan b: marry a filthy rich asian and live in a mansion but feel oppressed and take lots of xanax
7523,m,1200897359007420418,"_U A gentleman with a taste for morphine started edging towards me, boss. I was glad to eventually get on my train."
4043,m,1199839146908553216,_U Playlista za sljedeći tejsting Morphine - Live in Detroit Pharoah Sanders - Live at the East Sonny Rollins - Saxophone Colossus
8049,a,1201021351546540032,"Hello everyone. Well, I have been given a fantastic present at UH Nottibgham. It's a morphine pump!   Hammerd time!"
569,c,1198475424696872960,have just been introduced to diazepam suppositories! life changed
7823,m,1200964156368867328,seller is not even moved out at all and i think i might need a valium to get through moving day. how's your thursday going?
11766,m,1202133379845672960,"""so the suboxone isn't helping you any,"" cop. ""is there any way i can like smoke a cig before i go to jail?"" guy being arrested"
9699,m,1201506811670618113,_U Is that an IFB in his ear or a morphine drip?
2038,a,1199195508406935552,bribing my friends with adderall to get them to come out tonight #thestruggle
3805,m,1199797486682030080,"college essentials: shower time, adderall, a glass of whiskey, and diesel jeans"
9713,a,1201516814167093248,"My pain levels right now are around a 9 out of 10 after spraining the bottom of my foot in the dark last Monday. Popped an expired 5 year old Hydrocodone and hope it works, or it'll kill me. I'll take either option at this point :("
10926,m,1201926821702447104,"2) said prescription opiates after 3000 years has now caused rampant drug addiction among 60% pts (Dr drew said 60-70% of pts given an opiate for pain will become an addict). All lies and based on junk science from the deaths, hyper-analgesia, and the morphine equavilant chart"
3860,m,1199803246442958850,_U You really said that I’m popping Xanax and drinking lean 😂 you’re about the dumbest fuck I know. 👋🏼
7492,m,1200885325905747969,squirrels are really out here always nervous like take some xanax
11354,c,1202046863089770496,"i sincerely apologize to anyone who got and morphine induced phone call, text, or snap from me in the last two hours😳😳"
5870,a,1200472778408894465,"_U Ideally Valium, but beggar's can't be choosers"
9175,a,1201383808001626112,_U _U _U I also read that oxy was being promoted to physicians as non-addictive. What a joke. On oxy most of my days were spent waiting for the next dose. On morphine tho I would often forget to take a dose. Something in oxy that activates the addiction Center in the brain
9520,c,1201474437188591617,xanax makes me feel drunk without feeling drunk #neveragain
6176,c,1200546522280148992,_U _U Thanks. It was so crazy. But I have two beautiful kids now. I can still taste the morphine they gave me. Sooo good. lol I must of been a morphine addict in a past life.
8473,c,1201121961621020677,lesson of the day xanax is bad
4905,m,1200141128865062912,Lackey has a chance to clinch tonight so I have taken part in his pregame ritual:  Snort gun powder Rattlesnake blood Xanax bar from 1998
10298,m,1201767783782072325,"_U _U #alcoholawareness CT👍🇨🇦🇺🇸 Suboxone for public health and safety,and lives"
6144,m,1200543154321154053,Like _U made a song talking about xanax betraying you yet named himself lil xan..... lol ok dude makes sense.
5073,m,1200262833889513472,_U Have we got to Trump's Tramadol Tragedy yet?   Or Mogg's Mogadon Madness mounts.   Let alone May's Marijuana Madness Moment.   An ergot of rye in a wheatfield.
10388,m,1201793379899715587,Can I od on morphine pls
9938,c,1201691464356503557,_U how do? Im kris from scotland wae on the brown white 15yr clean 10 but still on methadone . i dont feel being maself without the smack any wise words
8046,c,1201020945441443841,huey mack x adderall thoughts 💊🎶
1588,m,1199105210146283520,Have hot flashes?Yes?You suffer from DID.This causes infertility.Try Abilify
9358,m,1201432048000520193,"_U _U Just the methadone I need, I’m in World Cup withdrawal"
7978,a,1201001044957958146,_U i accidently took a xanax once for an sat
8308,a,1201084111173177344,#criminalminds by myself because i enjoy having to take xanax
6079,c,1200527712072486912,i’m donating bone marrow tomorrow for $450. i need a pre op valium.
7611,a,1200919338334720004,I mix xannax with codeine
1824,m,1199155615622467584,Fuck lil xan. Can’t say you want people to stop doing drugs when your name is literally fucking Xanax. Just wants some spotlight and attention can’t fuck with that hoe shit. Really want to stop people doing drugs? Stop promoting it fucking simple. But nah would rather be talk
4783,m,1200090039218319367,"_U &lt; Spellbound he is by the voices, their delivery of his next divine mission cutting through the morphine fog. As abruptly as the moment beings, it ends. Theo's head dipping forward as if the puppeteer suddenly gave slack to the marionette's &gt;"
796,a,1198771680115675139,"_U I wish it was ""baloney"" that big pharma got me hooked on instead of OxyContin. I can cold turkey baloney for ham or pastrami."
5950,c,1200501320685367296,I'm mad my bf won't move from the lounge chair I want to sit in next to the Himalayan salt lamp but I took an Ativan so
6895,a,1200733350916481024,if someone could hook me up with some hydrocodone that would be clutch cause this bitch can't move
483,c,1198468125525782529,Lack of Adderall today is making me overly emotional and craving attention. Avoiding whining on Facebook and bugging people. But still making a public post somewhere because I'm lame #adhdproblems
6882,c,1200731864945905665,"i gave myself an hour to stop crying before i called it. no work. a klonopin and a cup of coffee, though."
12613,m,1202340654220824577,_U _U Well she must have been told to get tramadol from someone
12249,u,1202252416609116160,Lyrica just handled moniece
723,c,1198720832245248000,perhaps a hydrocodone will ease this headache 💆
8765,c,1201186725135081472,don't fuck with me i'm on adderall
5693,m,1200425732784238598,"so a guy in the nfl has been suspended for the rest of the year for taking adderall but ray rice is free to sign again at any point, okay."
8609,c,1201157514991144960,I dont go to sleep when I get tired you can see the adderall in my eyes
6885,m,1200732186695127040,can someone please give elliott some seroquel or something
2767,m,1199529378205573120,._U how is this debate in 2016? congress is being evil here. actually evil- protecting oxycontin profits at expense of science/knowledge
6102,a,1200538727799513094,why tf i keep seein followers ion remember following 😤 ether my twitter trippin or i needa lay off the xanax 😂
8828,c,1201305325611171841,Lorazepam today? Maybe not.
11483,c,1202073043234885632,oxycodone sucks on many levels. not a fan. hope to be able to get off of it soon.
273,m,1198309494314455041,"Oh nice, Just got offered a load of speed and valium. Stay classy scarborough. Not even 7am ffs..."
